table,table_title,column,column_label,comment_fa,package,from_user_missing_list
REF_COMPLAINT_RESOLUTION,نتیجه رسیدگی به شکایت,PARENT_CODE,کد والد,کد والد نتیجه رسیدگی به شکایت در ساختار سلسله‌مراتبی، در صورت کاربرد,Workflow and Interaction,Y
REF_COMPLAINT_RESOLUTION,نتیجه رسیدگی به شکایت,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار نتیجه رسیدگی به شکایت,Workflow and Interaction,Y
REF_COMPLAINT_RESOLUTION,نتیجه رسیدگی به شکایت,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار نتیجه رسیدگی به شکایت,Workflow and Interaction,Y
REF_COMPLAINT_RESOLUTION,نتیجه رسیدگی به شکایت,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد نتیجه رسیدگی به شکایت برای کنترل هم‌زمانی,Workflow and Interaction,Y
REF_COMPLAINT_STATUS,وضعیت شکایت,COMPLAINT_STATUS_CODE,کد وضعیت شکایت,کد وضعیت شکایت,Workflow and Interaction,Y
REF_COMPLAINT_STATUS,وضعیت شکایت,NAME_FA,عنوان فارسی,عنوان فارسی وضعیت شکایت,Workflow and Interaction,Y
REF_COMPLAINT_STATUS,وضعیت شکایت,NAME_EN,عنوان انگلیسی,عنوان انگلیسی وضعیت شکایت,Workflow and Interaction,Y
REF_COMPLAINT_STATUS,وضعیت شکایت,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی وضعیت شکایت,Workflow and Interaction,Y
REF_COMPLAINT_STATUS,وضعیت شکایت,SORT_ORDER,ترتیب نمایش,ترتیب نمایش وضعیت شکایت در فهرست‌های مرجع,Workflow and Interaction,Y
REF_COMPLAINT_STATUS,وضعیت شکایت,IS_ACTIVE,فعال است؟,نشانگر فعال بودن وضعیت شکایت؛ 1 فعال و 0 غیرفعال,Workflow and Interaction,Y
REF_COMPLAINT_STATUS,وضعیت شکایت,PARENT_CODE,کد والد,کد والد وضعیت شکایت در ساختار سلسله‌مراتبی، در صورت کاربرد,Workflow and Interaction,Y
REF_COMPLAINT_STATUS,وضعیت شکایت,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار وضعیت شکایت,Workflow and Interaction,Y
REF_COMPLAINT_STATUS,وضعیت شکایت,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار وضعیت شکایت,Workflow and Interaction,Y
REF_COMPLAINT_STATUS,وضعیت شکایت,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد وضعیت شکایت برای کنترل هم‌زمانی,Workflow and Interaction,Y
REF_COMPLAINT_STATUS_REASON,دلیل تغییر وضعیت شکایت,COMPLAINT_STATUS_REASON_CODE,کد دلیل تغییر وضعیت شکایت,کد دلیل تغییر وضعیت شکایت,Workflow and Interaction,Y
REF_COMPLAINT_STATUS_REASON,دلیل تغییر وضعیت شکایت,NAME_FA,عنوان فارسی,عنوان فارسی دلیل تغییر وضعیت شکایت,Workflow and Interaction,Y
REF_COMPLAINT_STATUS_REASON,دلیل تغییر وضعیت شکایت,NAME_EN,عنوان انگلیسی,عنوان انگلیسی دلیل تغییر وضعیت شکایت,Workflow and Interaction,Y
REF_COMPLAINT_STATUS_REASON,دلیل تغییر وضعیت شکایت,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی دلیل تغییر وضعیت شکایت,Workflow and Interaction,Y
REF_COMPLAINT_STATUS_REASON,دلیل تغییر وضعیت شکایت,SORT_ORDER,ترتیب نمایش,ترتیب نمایش دلیل تغییر وضعیت شکایت در فهرست‌های مرجع,Workflow and Interaction,Y
REF_COMPLAINT_STATUS_REASON,دلیل تغییر وضعیت شکایت,IS_ACTIVE,فعال است؟,نشانگر فعال بودن دلیل تغییر وضعیت شکایت؛ 1 فعال و 0 غیرفعال,Workflow and Interaction,Y
REF_COMPLAINT_STATUS_REASON,دلیل تغییر وضعیت شکایت,PARENT_CODE,کد والد,کد والد دلیل تغییر وضعیت شکایت در ساختار سلسله‌مراتبی، در صورت کاربرد,Workflow and Interaction,Y
REF_COMPLAINT_STATUS_REASON,دلیل تغییر وضعیت شکایت,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار دلیل تغییر وضعیت شکایت,Workflow and Interaction,Y
REF_COMPLAINT_STATUS_REASON,دلیل تغییر وضعیت شکایت,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار دلیل تغییر وضعیت شکایت,Workflow and Interaction,Y
REF_COMPLAINT_STATUS_REASON,دلیل تغییر وضعیت شکایت,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد دلیل تغییر وضعیت شکایت برای کنترل هم‌زمانی,Workflow and Interaction,Y
REF_COMPLAINT_TYPE,نوع شکایت,COMPLAINT_TYPE_CODE,کد نوع شکایت,کد نوع شکایت,Workflow and Interaction,Y
REF_COMPLAINT_TYPE,نوع شکایت,NAME_FA,عنوان فارسی,عنوان فارسی نوع شکایت,Workflow and Interaction,Y
REF_COMPLAINT_TYPE,نوع شکایت,NAME_EN,عنوان انگلیسی,عنوان انگلیسی نوع شکایت,Workflow and Interaction,Y
REF_COMPLAINT_TYPE,نوع شکایت,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی نوع شکایت,Workflow and Interaction,Y
REF_COMPLAINT_TYPE,نوع شکایت,SORT_ORDER,ترتیب نمایش,ترتیب نمایش نوع شکایت در فهرست‌های مرجع,Workflow and Interaction,Y
REF_COMPLAINT_TYPE,نوع شکایت,IS_ACTIVE,فعال است؟,نشانگر فعال بودن نوع شکایت؛ 1 فعال و 0 غیرفعال,Workflow and Interaction,Y
REF_COMPLAINT_TYPE,نوع شکایت,PARENT_CODE,کد والد,کد والد نوع شکایت در ساختار سلسله‌مراتبی، در صورت کاربرد,Workflow and Interaction,Y
REF_COMPLAINT_TYPE,نوع شکایت,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار نوع شکایت,Workflow and Interaction,Y
REF_COMPLAINT_TYPE,نوع شکایت,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار نوع شکایت,Workflow and Interaction,Y
REF_COMPLAINT_TYPE,نوع شکایت,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد نوع شکایت برای کنترل هم‌زمانی,Workflow and Interaction,Y
REF_CONTACT_ASSOCIATION_TYPE,نوع ارتباط اطلاعات تماس,ASSOCIATION_TYPE_CODE,کد نوع ارتباط اطلاعات تماس,کد نوع ارتباط اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_ASSOCIATION_TYPE,نوع ارتباط اطلاعات تماس,NAME_FA,عنوان فارسی,عنوان فارسی نوع ارتباط اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_ASSOCIATION_TYPE,نوع ارتباط اطلاعات تماس,NAME_EN,عنوان انگلیسی,عنوان انگلیسی نوع ارتباط اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_ASSOCIATION_TYPE,نوع ارتباط اطلاعات تماس,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی نوع ارتباط اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_ASSOCIATION_TYPE,نوع ارتباط اطلاعات تماس,SORT_ORDER,ترتیب نمایش,ترتیب نمایش نوع ارتباط اطلاعات تماس در فهرست‌های مرجع,Contact and Geography,Y
REF_CONTACT_ASSOCIATION_TYPE,نوع ارتباط اطلاعات تماس,IS_ACTIVE,فعال است؟,نشانگر فعال بودن نوع ارتباط اطلاعات تماس؛ 1 فعال و 0 غیرفعال,Contact and Geography,Y
REF_CONTACT_ASSOCIATION_TYPE,نوع ارتباط اطلاعات تماس,PARENT_CODE,کد والد,کد والد نوع ارتباط اطلاعات تماس در ساختار سلسله‌مراتبی، در صورت کاربرد,Contact and Geography,Y
REF_CONTACT_ASSOCIATION_TYPE,نوع ارتباط اطلاعات تماس,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار نوع ارتباط اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_ASSOCIATION_TYPE,نوع ارتباط اطلاعات تماس,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار نوع ارتباط اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_ASSOCIATION_TYPE,نوع ارتباط اطلاعات تماس,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد نوع ارتباط اطلاعات تماس برای کنترل هم‌زمانی,Contact and Geography,Y
REF_CONTACT_PURPOSE,کاربرد اطلاعات تماس,CONTACT_PURPOSE_CODE,کد کاربرد اطلاعات تماس,کد کاربرد اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_PURPOSE,کاربرد اطلاعات تماس,NAME_FA,عنوان فارسی,عنوان فارسی کاربرد اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_PURPOSE,کاربرد اطلاعات تماس,NAME_EN,عنوان انگلیسی,عنوان انگلیسی کاربرد اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_PURPOSE,کاربرد اطلاعات تماس,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی کاربرد اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_PURPOSE,کاربرد اطلاعات تماس,SORT_ORDER,ترتیب نمایش,ترتیب نمایش کاربرد اطلاعات تماس در فهرست‌های مرجع,Contact and Geography,Y
REF_CONTACT_PURPOSE,کاربرد اطلاعات تماس,IS_ACTIVE,فعال است؟,نشانگر فعال بودن کاربرد اطلاعات تماس؛ 1 فعال و 0 غیرفعال,Contact and Geography,Y
REF_CONTACT_PURPOSE,کاربرد اطلاعات تماس,PARENT_CODE,کد والد,کد والد کاربرد اطلاعات تماس در ساختار سلسله‌مراتبی، در صورت کاربرد,Contact and Geography,Y
REF_CONTACT_PURPOSE,کاربرد اطلاعات تماس,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار کاربرد اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_PURPOSE,کاربرد اطلاعات تماس,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار کاربرد اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_PURPOSE,کاربرد اطلاعات تماس,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد کاربرد اطلاعات تماس برای کنترل هم‌زمانی,Contact and Geography,Y
REF_CONTACT_TYPE,نوع اطلاعات تماس,CONTACT_TYPE_CODE,کد نوع اطلاعات تماس,کد نوع اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_TYPE,نوع اطلاعات تماس,NAME_FA,عنوان فارسی,عنوان فارسی نوع اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_TYPE,نوع اطلاعات تماس,NAME_EN,عنوان انگلیسی,عنوان انگلیسی نوع اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_TYPE,نوع اطلاعات تماس,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی نوع اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_TYPE,نوع اطلاعات تماس,SORT_ORDER,ترتیب نمایش,ترتیب نمایش نوع اطلاعات تماس در فهرست‌های مرجع,Contact and Geography,Y
REF_CONTACT_TYPE,نوع اطلاعات تماس,IS_ACTIVE,فعال است؟,نشانگر فعال بودن نوع اطلاعات تماس؛ 1 فعال و 0 غیرفعال,Contact and Geography,Y
REF_CONTACT_TYPE,نوع اطلاعات تماس,PARENT_CODE,کد والد,کد والد نوع اطلاعات تماس در ساختار سلسله‌مراتبی، در صورت کاربرد,Contact and Geography,Y
REF_CONTACT_TYPE,نوع اطلاعات تماس,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار نوع اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_TYPE,نوع اطلاعات تماس,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار نوع اطلاعات تماس,Contact and Geography,Y
REF_CONTACT_TYPE,نوع اطلاعات تماس,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد نوع اطلاعات تماس برای کنترل هم‌زمانی,Contact and Geography,Y
REF_CONTEXT_TYPE,نوع زمینه,CONTEXT_TYPE_CODE,کد نوع زمینه,کد نوع زمینه,Identity and Party,Y
REF_CONTEXT_TYPE,نوع زمینه,NAME_FA,عنوان فارسی,عنوان فارسی نوع زمینه,Identity and Party,Y
REF_CONTEXT_TYPE,نوع زمینه,NAME_EN,عنوان انگلیسی,عنوان انگلیسی نوع زمینه,Identity and Party,Y
REF_CONTEXT_TYPE,نوع زمینه,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی نوع زمینه,Identity and Party,Y
REF_CONTEXT_TYPE,نوع زمینه,SORT_ORDER,ترتیب نمایش,ترتیب نمایش نوع زمینه در فهرست‌های مرجع,Identity and Party,Y
REF_CONTEXT_TYPE,نوع زمینه,IS_ACTIVE,فعال است؟,نشانگر فعال بودن نوع زمینه؛ 1 فعال و 0 غیرفعال,Identity and Party,Y
REF_CONTEXT_TYPE,نوع زمینه,PARENT_CODE,کد والد,کد والد نوع زمینه در ساختار سلسله‌مراتبی، در صورت کاربرد,Identity and Party,Y
REF_CONTEXT_TYPE,نوع زمینه,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار نوع زمینه,Identity and Party,Y
REF_CONTEXT_TYPE,نوع زمینه,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار نوع زمینه,Identity and Party,Y
REF_CONTEXT_TYPE,نوع زمینه,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد نوع زمینه برای کنترل هم‌زمانی,Identity and Party,Y
REF_CONTRACT_TYPE,نوع قرارداد اشتغال,CONTRACT_TYPE_CODE,کد نوع قرارداد,کد نوع قرارداد,Organization and Product,Y
REF_CONTRACT_TYPE,نوع قرارداد اشتغال,NAME_FA,عنوان فارسی,عنوان فارسی نوع قرارداد اشتغال,Organization and Product,Y
REF_CONTRACT_TYPE,نوع قرارداد اشتغال,NAME_EN,عنوان انگلیسی,عنوان انگلیسی نوع قرارداد اشتغال,Organization and Product,Y
REF_CONTRACT_TYPE,نوع قرارداد اشتغال,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی نوع قرارداد اشتغال,Organization and Product,Y
REF_CONTRACT_TYPE,نوع قرارداد اشتغال,SORT_ORDER,ترتیب نمایش,ترتیب نمایش نوع قرارداد اشتغال در فهرست‌های مرجع,Organization and Product,Y
REF_CONTRACT_TYPE,نوع قرارداد اشتغال,IS_ACTIVE,فعال است؟,نشانگر فعال بودن نوع قرارداد اشتغال؛ 1 فعال و 0 غیرفعال,Organization and Product,Y
REF_CONTRACT_TYPE,نوع قرارداد اشتغال,PARENT_CODE,کد والد,کد والد نوع قرارداد اشتغال در ساختار سلسله‌مراتبی، در صورت کاربرد,Organization and Product,Y
REF_CONTRACT_TYPE,نوع قرارداد اشتغال,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار نوع قرارداد اشتغال,Organization and Product,Y
REF_CONTRACT_TYPE,نوع قرارداد اشتغال,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار نوع قرارداد اشتغال,Organization and Product,Y
REF_CONTRACT_TYPE,نوع قرارداد اشتغال,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد نوع قرارداد اشتغال برای کنترل هم‌زمانی,Organization and Product,Y
REF_CONTROL_BASIS,مبنای کنترل,CONTROL_BASIS_CODE,کد مبنای کنترل,کد مبنای کنترل,Identity and Party,Y
REF_CONTROL_BASIS,مبنای کنترل,NAME_FA,عنوان فارسی,عنوان فارسی مبنای کنترل,Identity and Party,Y
REF_CONTROL_BASIS,مبنای کنترل,NAME_EN,عنوان انگلیسی,عنوان انگلیسی مبنای کنترل,Identity and Party,Y
REF_CONTROL_BASIS,مبنای کنترل,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی مبنای کنترل,Identity and Party,Y
REF_CONTROL_BASIS,مبنای کنترل,SORT_ORDER,ترتیب نمایش,ترتیب نمایش مبنای کنترل در فهرست‌های مرجع,Identity and Party,Y
REF_CONTROL_BASIS,مبنای کنترل,IS_ACTIVE,فعال است؟,نشانگر فعال بودن مبنای کنترل؛ 1 فعال و 0 غیرفعال,Identity and Party,Y
REF_CONTROL_BASIS,مبنای کنترل,PARENT_CODE,کد والد,کد والد مبنای کنترل در ساختار سلسله‌مراتبی، در صورت کاربرد,Identity and Party,Y
REF_CONTROL_BASIS,مبنای کنترل,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار مبنای کنترل,Identity and Party,Y
REF_CONTROL_BASIS,مبنای کنترل,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار مبنای کنترل,Identity and Party,Y
REF_CONTROL_BASIS,مبنای کنترل,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد مبنای کنترل برای کنترل هم‌زمانی,Identity and Party,Y
REF_DATA_QUALITY_STATUS,وضعیت کیفیت داده,DATA_QUALITY_STATUS_CODE,کد وضعیت کیفیت داده,کد وضعیت کیفیت داده,Identity and Party,Y
REF_DATA_QUALITY_STATUS,وضعیت کیفیت داده,NAME_FA,عنوان فارسی,عنوان فارسی وضعیت کیفیت داده,Identity and Party,Y
REF_DATA_QUALITY_STATUS,وضعیت کیفیت داده,NAME_EN,عنوان انگلیسی,عنوان انگلیسی وضعیت کیفیت داده,Identity and Party,Y
REF_DATA_QUALITY_STATUS,وضعیت کیفیت داده,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی وضعیت کیفیت داده,Identity and Party,Y
REF_DATA_QUALITY_STATUS,وضعیت کیفیت داده,SORT_ORDER,ترتیب نمایش,ترتیب نمایش وضعیت کیفیت داده در فهرست‌های مرجع,Identity and Party,Y
REF_DATA_QUALITY_STATUS,وضعیت کیفیت داده,IS_ACTIVE,فعال است؟,نشانگر فعال بودن وضعیت کیفیت داده؛ 1 فعال و 0 غیرفعال,Identity and Party,Y
REF_DATA_QUALITY_STATUS,وضعیت کیفیت داده,PARENT_CODE,کد والد,کد والد وضعیت کیفیت داده در ساختار سلسله‌مراتبی، در صورت کاربرد,Identity and Party,Y
REF_DATA_QUALITY_STATUS,وضعیت کیفیت داده,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار وضعیت کیفیت داده,Identity and Party,Y
REF_DATA_QUALITY_STATUS,وضعیت کیفیت داده,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار وضعیت کیفیت داده,Identity and Party,Y
REF_DATA_QUALITY_STATUS,وضعیت کیفیت داده,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد وضعیت کیفیت داده برای کنترل هم‌زمانی,Identity and Party,Y
REF_DATA_SOURCE,منبع داده,DATA_SOURCE_CODE,کد منبع داده,کد منبع داده,Identity and Party,Y
REF_DATA_SOURCE,منبع داده,NAME_FA,عنوان فارسی,عنوان فارسی منبع داده,Identity and Party,Y
REF_DATA_SOURCE,منبع داده,NAME_EN,عنوان انگلیسی,عنوان انگلیسی منبع داده,Identity and Party,Y
REF_DATA_SOURCE,منبع داده,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی منبع داده,Identity and Party,Y
REF_DATA_SOURCE,منبع داده,SORT_ORDER,ترتیب نمایش,ترتیب نمایش منبع داده در فهرست‌های مرجع,Identity and Party,Y
REF_DATA_SOURCE,منبع داده,IS_ACTIVE,فعال است؟,نشانگر فعال بودن منبع داده؛ 1 فعال و 0 غیرفعال,Identity and Party,Y
REF_DATA_SOURCE,منبع داده,PARENT_CODE,کد والد,کد والد منبع داده در ساختار سلسله‌مراتبی، در صورت کاربرد,Identity and Party,Y
REF_DATA_SOURCE,منبع داده,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار منبع داده,Identity and Party,Y
REF_DATA_SOURCE,منبع داده,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار منبع داده,Identity and Party,Y
REF_DATA_SOURCE,منبع داده,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد منبع داده برای کنترل هم‌زمانی,Identity and Party,Y
REF_DECISION,تصمیم,DECISION_CODE,کد تصمیم,کد تصمیم,Compliance and Risk,Y
REF_DECISION,تصمیم,NAME_FA,عنوان فارسی,عنوان فارسی تصمیم,Compliance and Risk,Y
REF_DECISION,تصمیم,NAME_EN,عنوان انگلیسی,عنوان انگلیسی تصمیم,Compliance and Risk,Y
REF_DECISION,تصمیم,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی تصمیم,Compliance and Risk,Y
REF_DECISION,تصمیم,SORT_ORDER,ترتیب نمایش,ترتیب نمایش تصمیم در فهرست‌های مرجع,Compliance and Risk,Y
REF_DECISION,تصمیم,IS_ACTIVE,فعال است؟,نشانگر فعال بودن تصمیم؛ 1 فعال و 0 غیرفعال,Compliance and Risk,Y
REF_DECISION,تصمیم,PARENT_CODE,کد والد,کد والد تصمیم در ساختار سلسله‌مراتبی، در صورت کاربرد,Compliance and Risk,Y
REF_DECISION,تصمیم,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار تصمیم,Compliance and Risk,Y
REF_DECISION,تصمیم,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار تصمیم,Compliance and Risk,Y
REF_DECISION,تصمیم,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد تصمیم برای کنترل هم‌زمانی,Compliance and Risk,Y
REF_DOCUMENT_TYPE,نوع مدرک,DOCUMENT_TYPE_CODE,کد نوع مدرک,کد نوع مدرک,Identity and Party,Y
REF_DOCUMENT_TYPE,نوع مدرک,NAME_FA,عنوان فارسی,عنوان فارسی نوع مدرک,Identity and Party,Y
REF_DOCUMENT_TYPE,نوع مدرک,NAME_EN,عنوان انگلیسی,عنوان انگلیسی نوع مدرک,Identity and Party,Y
REF_DOCUMENT_TYPE,نوع مدرک,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی نوع مدرک,Identity and Party,Y
REF_DOCUMENT_TYPE,نوع مدرک,SORT_ORDER,ترتیب نمایش,ترتیب نمایش نوع مدرک در فهرست‌های مرجع,Identity and Party,Y
REF_DOCUMENT_TYPE,نوع مدرک,IS_ACTIVE,فعال است؟,نشانگر فعال بودن نوع مدرک؛ 1 فعال و 0 غیرفعال,Identity and Party,Y
REF_DOCUMENT_TYPE,نوع مدرک,PARENT_CODE,کد والد,کد والد نوع مدرک در ساختار سلسله‌مراتبی، در صورت کاربرد,Identity and Party,Y
REF_DOCUMENT_TYPE,نوع مدرک,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار نوع مدرک,Identity and Party,Y
REF_DOCUMENT_TYPE,نوع مدرک,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار نوع مدرک,Identity and Party,Y
REF_DOCUMENT_TYPE,نوع مدرک,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد نوع مدرک برای کنترل هم‌زمانی,Identity and Party,Y
REF_DUE_DILIGENCE_LEVEL,سطح بررسی مشتری,DUE_DILIGENCE_LEVEL_CODE,کد سطح بررسی مشتری,کد سطح بررسی مشتری,Compliance and Risk,Y
REF_DUE_DILIGENCE_LEVEL,سطح بررسی مشتری,NAME_FA,عنوان فارسی,عنوان فارسی سطح بررسی مشتری,Compliance and Risk,Y
REF_DUE_DILIGENCE_LEVEL,سطح بررسی مشتری,NAME_EN,عنوان انگلیسی,عنوان انگلیسی سطح بررسی مشتری,Compliance and Risk,Y
REF_DUE_DILIGENCE_LEVEL,سطح بررسی مشتری,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی سطح بررسی مشتری,Compliance and Risk,Y
REF_DUE_DILIGENCE_LEVEL,سطح بررسی مشتری,SORT_ORDER,ترتیب نمایش,ترتیب نمایش سطح بررسی مشتری در فهرست‌های مرجع,Compliance and Risk,Y
REF_DUE_DILIGENCE_LEVEL,سطح بررسی مشتری,IS_ACTIVE,فعال است؟,نشانگر فعال بودن سطح بررسی مشتری؛ 1 فعال و 0 غیرفعال,Compliance and Risk,Y
REF_DUE_DILIGENCE_LEVEL,سطح بررسی مشتری,PARENT_CODE,کد والد,کد والد سطح بررسی مشتری در ساختار سلسله‌مراتبی، در صورت کاربرد,Compliance and Risk,Y
REF_DUE_DILIGENCE_LEVEL,سطح بررسی مشتری,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار سطح بررسی مشتری,Compliance and Risk,Y
REF_DUE_DILIGENCE_LEVEL,سطح بررسی مشتری,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار سطح بررسی مشتری,Compliance and Risk,Y
REF_DUE_DILIGENCE_LEVEL,سطح بررسی مشتری,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد سطح بررسی مشتری برای کنترل هم‌زمانی,Compliance and Risk,Y
REF_ECONOMIC_SECTOR,بخش اقتصادی,ECONOMIC_SECTOR_CODE,کد بخش اقتصادی,کد بخش اقتصادی,Organization and Product,Y
REF_ECONOMIC_SECTOR,بخش اقتصادی,NAME_FA,عنوان فارسی,عنوان فارسی بخش اقتصادی,Organization and Product,Y
REF_ECONOMIC_SECTOR,بخش اقتصادی,NAME_EN,عنوان انگلیسی,عنوان انگلیسی بخش اقتصادی,Organization and Product,Y
REF_ECONOMIC_SECTOR,بخش اقتصادی,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی بخش اقتصادی,Organization and Product,Y
REF_ECONOMIC_SECTOR,بخش اقتصادی,SORT_ORDER,ترتیب نمایش,ترتیب نمایش بخش اقتصادی در فهرست‌های مرجع,Organization and Product,Y
REF_ECONOMIC_SECTOR,بخش اقتصادی,IS_ACTIVE,فعال است؟,نشانگر فعال بودن بخش اقتصادی؛ 1 فعال و 0 غیرفعال,Organization and Product,Y
REF_ECONOMIC_SECTOR,بخش اقتصادی,PARENT_CODE,کد والد,کد والد بخش اقتصادی در ساختار سلسله‌مراتبی، در صورت کاربرد,Organization and Product,Y
REF_ECONOMIC_SECTOR,بخش اقتصادی,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار بخش اقتصادی,Organization and Product,Y
REF_ECONOMIC_SECTOR,بخش اقتصادی,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار بخش اقتصادی,Organization and Product,Y
REF_ECONOMIC_SECTOR,بخش اقتصادی,RECORD_VERSION,نسخه رکورد,شماره نسخه رکورد بخش اقتصادی برای کنترل هم‌زمانی,Organization and Product,Y
REF_EXTERNAL_PROVIDER,ارائه‌دهنده خارجی,EXTERNAL_PROVIDER_CODE,کد ارائه‌دهنده خارجی,کد ارائه‌دهنده خارجی,Identity and Party,Y
REF_EXTERNAL_PROVIDER,ارائه‌دهنده خارجی,NAME_FA,عنوان فارسی,عنوان فارسی ارائه‌دهنده خارجی,Identity and Party,Y
REF_EXTERNAL_PROVIDER,ارائه‌دهنده خارجی,NAME_EN,عنوان انگلیسی,عنوان انگلیسی ارائه‌دهنده خارجی,Identity and Party,Y
REF_EXTERNAL_PROVIDER,ارائه‌دهنده خارجی,DESCRIPTION_FA,توضیحات فارسی,توضیحات فارسی ارائه‌دهنده خارجی,Identity and Party,Y
REF_EXTERNAL_PROVIDER,ارائه‌دهنده خارجی,SORT_ORDER,ترتیب نمایش,ترتیب نمایش ارائه‌دهنده خارجی در فهرست‌های مرجع,Identity and Party,Y
REF_EXTERNAL_PROVIDER,ارائه‌دهنده خارجی,IS_ACTIVE,فعال است؟,نشانگر فعال بودن ارائه‌دهنده خارجی؛ 1 فعال و 0 غیرفعال,Identity and Party,Y
REF_EXTERNAL_PROVIDER,ارائه‌دهنده خارجی,PARENT_CODE,کد والد,کد والد ارائه‌دهنده خارجی در ساختار سلسله‌مراتبی، در صورت کاربرد,Identity and Party,Y
REF_EXTERNAL_PROVIDER,ارائه‌دهنده خارجی,VALID_FROM,شروع اعتبار,تاریخ شروع اعتبار ارائه‌دهنده خارجی,Identity and Party,Y
REF_EXTERNAL_PROVIDER,ارائه‌دهنده خارجی,VALID_TO,پایان اعتبار,تاریخ پایان اعتبار ارائه‌دهنده خارجی,Identity and Party,Y
