component_id,source_row,page,section_no,tariff_code,service_name,sequence,rule_type,status,customer_group,percent,permille,rate_limit,amount,min_fee,max_fee,lower_bound,upper_bound,range_basis,basis,unit,frequency,extra_cost,reference,condition,description,original_fee_text,source_ref
6-4-2-01,74,5,6,6-4-2,ارائه نسخه الکترونیکی (فایل) صورت حساب به مشتری,1,FIXED_AMOUNT,دارای کارمزد,,,,,96000,,,,,,,,,,,,"96,000 ریال","96,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-1-01,75,5,6,6-5-1,ارتباط هر حساب جدید با کارت (پس از صدور کارت) - از طریق مراجعه به شعبه,1,FIXED_AMOUNT,دارای کارمزد,,,,,43000,,,,,,,,,,,,"43,000 ریال","43,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-2-01,76,5,6,6-5-2,تغییر حساب اصلی کارت - از طریق مراجعه به شعبه,1,FIXED_AMOUNT,دارای کارمزد,,,,,72000,,,,,,,,,,,,"72,000 ریال","72,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-3-01,77,5,6,6-5-3,فعال سازی حساب های راکد - از طریق مراجعه به شعبه,1,FIXED_AMOUNT,دارای کارمزد,,,,,52000,,,,,,,حساب,,,,,"هر حساب 52,000 ریال","هر حساب 52,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-4-01,78,5,6,6-5-4,فعال سازی حساب های مطالبه نشده و تعیین تکلیف نشده - از طریق مراجعه به شعبه,1,FIXED_AMOUNT,دارای کارمزد,,,,,52000,,,,,,,حساب,,,,,"هر حساب 52,000 ریال","هر حساب 52,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-5-01,79,5,6,6-5-5,انتقال و واگذاری سپرده سرمایه گذاری بلندمدت به اشخاص مجاز طبق ضوابط ابلاغی بانک مرکزی,1,FIXED_AMOUNT,دارای کارمزد,,,,,145000,,,,,,,انتقال,هر بار,,,,"145,000 ریال بابت هر بار انتقال","145,000 ریال بابت هر بار انتقال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-6-01,80,5,6,6-5-6,انسداد یا رفع انسداد انواع حساب/کارت به درخواست مشتری - از طریق مراجعه به شعبه,1,FIXED_AMOUNT,دارای کارمزد,,,,,72000,,,,,,,,,,,,"72,000 ریال","72,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-7-01,81,5,6,6-5-7,تغییر در شرایط/اطلاعات انواع حساب (نظیر صاحبان امضاء و آدرس) به درخواست مشتری - از طریق مراجعه به شعبه,1,FIXED_AMOUNT,دارای کارمزد,حقیقی,,,,48000,,,,,,,,,,,,"برای اشخاص حقیقی: 48,000 ریال","برای اشخاص حقیقی: 48,000 ریال؛ برای اشخاص حقوقی: 120,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-7-02,81,5,6,6-5-7,تغییر در شرایط/اطلاعات انواع حساب (نظیر صاحبان امضاء و آدرس) به درخواست مشتری - از طریق مراجعه به شعبه,2,FIXED_AMOUNT,دارای کارمزد,حقوقی,,,,120000,,,,,,,,,,,,"برای اشخاص حقوقی: 120,000 ریال","برای اشخاص حقیقی: 48,000 ریال؛ برای اشخاص حقوقی: 120,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-8-01,82,5,6,6-5-8,برقراری ارتباط بین انواع حساب با لحاظ کف و سقف مبلغ - از طریق مراجعه به شعبه (به استثنای تأمین وجه چک),1,FIXED_AMOUNT,دارای کارمزد,,,,,48000,,,,,,,نوبت,,,,برقراری خدمت,"48,000 ریال بابت برقراری خدمت برای هر نوبت","بابت برقراری خدمت 48,000 ریال برای هر نوبت و به ازای هر بار تراکنش 4,800 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-8-02,82,5,6,6-5-8,برقراری ارتباط بین انواع حساب با لحاظ کف و سقف مبلغ - از طریق مراجعه به شعبه (به استثنای تأمین وجه چک),2,FIXED_AMOUNT,دارای کارمزد,,,,,4800,,,,,,,تراکنش,,,,هر بار تراکنش,"4,800 ریال به ازای هر بار تراکنش","بابت برقراری خدمت 48,000 ریال برای هر نوبت و به ازای هر بار تراکنش 4,800 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-9-01,83,5,6,6-5-9,ثبت دستور پرداخت مستمر - از طریق مراجعه به شعبه,1,NO_FEE,بدون کارمزد,حقیقی,,,,,,,,,,,,,,,,برای اشخاص حقیقی: بدون کارمزد,"برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 100,000 ریال برای هر بار تعریف",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-9-02,83,5,6,6-5-9,ثبت دستور پرداخت مستمر - از طریق مراجعه به شعبه,2,FIXED_AMOUNT,دارای کارمزد,حقوقی,,,,100000,,,,,,,,هر بار,,,,"برای اشخاص حقوقی: 100,000 ریال برای هر بار تعریف","برای اشخاص حقیقی: بدون کارمزد؛ برای اشخاص حقوقی: 100,000 ریال برای هر بار تعریف",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-10-01,84,5,6,6-5-10,انتقال سپرده قرض الحسنه پس انداز و سرمایه گذاری مدت دار به شعب دیگر در هر شهر,1,FIXED_AMOUNT,دارای کارمزد,,,,,220000,,,,,,,,,هزینه پست,,,"220,000 ریال + هزینه پست در صورت وجود","220,000 ریال + هزینه پست در صورت وجود",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-11-01,85,5,6,6-5-11,انسداد یا رفع انسداد انواع حساب یا موجودی که از سوی مراجع ذی صلاح به هر طریق به مؤسسه اعتباری اعلام می گردد,1,NO_FEE,بدون کارمزد,,,,,,,,,,,,,,,,,بدون کارمزد,بدون کارمزد,پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-12-01,86,5,6,6-5-12,صدور رمز جدید برای انواع کارت های بانکی (نقدی، اعتباری و هدیه) به درخواست مشتری - از طریق مراجعه به شعبه,1,FIXED_AMOUNT,دارای کارمزد,,,,,24000,,,,,,,,,,,,"24,000 ریال","24,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-13-01,87,5,6,6-5-13,هزینه آبونمان سالانه کارت اعتباری مراجعه,1,RATE,دارای کارمزد,,1,,دقیق,,,,,,,اعتبار تخصیص یافته به دارنده کارت,,,,,,یک درصد اعتبار تخصیص یافته به دارنده کارت,یک درصد اعتبار تخصیص یافته به دارنده کارت,پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-14-01,88,5,6,6-5-14,بررسی تراکنش های کارت های مفقودی/سرقتی به درخواست مشتری از طریق مراجعه به شعبه,1,FIXED_AMOUNT,دارای کارمزد,,,,,40000,,,,,,,شماره پیگیری,,,,,"40,000 ریال بابت هر شماره پیگیری","40,000 ریال بابت هر شماره پیگیری",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-15-01,89,5,6,6-5-15,تعیین سقف برداشت/واریز به حساب به درخواست مشتری از طریق مراجعه به شعبه,1,FIXED_AMOUNT,دارای کارمزد,,,,,40000,,,,,,,,,,,,"40,000 ریال","40,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
6-5-16-01,90,5,6,6-5-16,بستن انواع حساب در شعبه ای غیر از شعبه افتتاح کننده حساب به درخواست مشتری از طریق مراجعه به شعبه,1,FIXED_AMOUNT,دارای کارمزد,,,,,100000,,,,,,,,,,,,"100,000 ریال","100,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 5
7-1-01,91,6,7,7-1,ارزیابی ماشین آلات و کالا,1,FIXED_AMOUNT,دارای کارمزد,,,,,4140000,,,,4000000000,مبلغ ارزیابی,مبلغ ارزیابی,,,,,,"برای مبلغ ارزیابی تا 4 میلیارد ریال: 4,140,000 ریال","تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-1-02,91,6,7,7-1,ارزیابی ماشین آلات و کالا,2,RATE,دارای کارمزد,,,2,کمترِ دو مبنا,,,,4000000000,800000000000,مبلغ ارزیابی,مازاد مبلغ ارزیابی بیش از 4 میلیارد ریال,,,,تعرفه کارشناسان رسمی دادگستری,هر کدام از 2 در هزار مازاد یا تعرفه کارشناسان رسمی دادگستری که کمتر باشد,بیش از 4 میلیارد تا 800 میلیارد ریال: 2 در هزار نسبت به مازاد یا تعرفه کارشناسان رسمی دادگستری، هر کدام کمتر باشد,"تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-1-03,91,6,7,7-1,ارزیابی ماشین آلات و کالا,3,REFERENCE,تعرفه مرجع,,,,,,,,800000000000,,مبلغ ارزیابی,,,,,کارشناس رسمی دادگستری,مازاد بر 800 میلیارد ریال,ارجاع به کارشناس رسمی دادگستری,"تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-2-01,92,6,7,7-2,ارزیابی املاک و ساختمان,1,FIXED_AMOUNT,دارای کارمزد,,,,,4140000,,,,4000000000,مبلغ ارزیابی,مبلغ ارزیابی,,,,,,"برای مبلغ ارزیابی تا 4 میلیارد ریال: 4,140,000 ریال","تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-2-02,92,6,7,7-2,ارزیابی املاک و ساختمان,2,RATE,دارای کارمزد,,,2,کمترِ دو مبنا,,,,4000000000,800000000000,مبلغ ارزیابی,مازاد مبلغ ارزیابی بیش از 4 میلیارد ریال,,,,تعرفه کارشناسان رسمی دادگستری,هر کدام از 2 در هزار مازاد یا تعرفه کارشناسان رسمی دادگستری که کمتر باشد,بیش از 4 میلیارد تا 800 میلیارد ریال: 2 در هزار نسبت به مازاد یا تعرفه کارشناسان رسمی دادگستری، هر کدام کمتر باشد,"تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-2-03,92,6,7,7-2,ارزیابی املاک و ساختمان,3,REFERENCE,تعرفه مرجع,,,,,,,,800000000000,,مبلغ ارزیابی,,,,,کارشناس رسمی دادگستری,مازاد بر 800 میلیارد ریال,ارجاع به کارشناس رسمی دادگستری,"تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-3-01,93,6,7,7-3,ارزیابی املاک مزروعی و باغات,1,FIXED_AMOUNT,دارای کارمزد,,,,,4140000,,,,4000000000,مبلغ ارزیابی,مبلغ ارزیابی,,,,,,"برای مبلغ ارزیابی تا 4 میلیارد ریال: 4,140,000 ریال","تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-3-02,93,6,7,7-3,ارزیابی املاک مزروعی و باغات,2,RATE,دارای کارمزد,,,2,کمترِ دو مبنا,,,,4000000000,800000000000,مبلغ ارزیابی,مازاد مبلغ ارزیابی بیش از 4 میلیارد ریال,,,,تعرفه کارشناسان رسمی دادگستری,هر کدام از 2 در هزار مازاد یا تعرفه کارشناسان رسمی دادگستری که کمتر باشد,بیش از 4 میلیارد تا 800 میلیارد ریال: 2 در هزار نسبت به مازاد یا تعرفه کارشناسان رسمی دادگستری، هر کدام کمتر باشد,"تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-3-03,93,6,7,7-3,ارزیابی املاک مزروعی و باغات,3,REFERENCE,تعرفه مرجع,,,,,,,,800000000000,,مبلغ ارزیابی,,,,,کارشناس رسمی دادگستری,مازاد بر 800 میلیارد ریال,ارجاع به کارشناس رسمی دادگستری,"تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-4-01,94,6,7,7-4,ارزیابی میزان پیشرفت فیزیکی طرح های موضوع تسهیلات مشارکت مدنی (برآورد هزینه و آورده غیرنقدی شریک),1,FIXED_AMOUNT,دارای کارمزد,,,,,4140000,,,,4000000000,مبلغ ارزیابی,مبلغ ارزیابی,,,,,,"برای مبلغ ارزیابی تا 4 میلیارد ریال: 4,140,000 ریال","تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-4-02,94,6,7,7-4,ارزیابی میزان پیشرفت فیزیکی طرح های موضوع تسهیلات مشارکت مدنی (برآورد هزینه و آورده غیرنقدی شریک),2,RATE,دارای کارمزد,,,2,کمترِ دو مبنا,,,,4000000000,800000000000,مبلغ ارزیابی,مازاد مبلغ ارزیابی بیش از 4 میلیارد ریال,,,,تعرفه کارشناسان رسمی دادگستری,هر کدام از 2 در هزار مازاد یا تعرفه کارشناسان رسمی دادگستری که کمتر باشد,بیش از 4 میلیارد تا 800 میلیارد ریال: 2 در هزار نسبت به مازاد یا تعرفه کارشناسان رسمی دادگستری، هر کدام کمتر باشد,"تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-4-03,94,6,7,7-4,ارزیابی میزان پیشرفت فیزیکی طرح های موضوع تسهیلات مشارکت مدنی (برآورد هزینه و آورده غیرنقدی شریک),3,REFERENCE,تعرفه مرجع,,,,,,,,800000000000,,مبلغ ارزیابی,,,,,کارشناس رسمی دادگستری,مازاد بر 800 میلیارد ریال,ارجاع به کارشناس رسمی دادگستری,"تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-5-01,95,6,7,7-5,بازدید تسهیلات تعمیر مسکن/بازدید نوبت های اضافی تسهیلات تعمیر مسکن در قالب کلیه عقود,1,FIXED_AMOUNT,دارای کارمزد,,,,,1000000,,,,,,,,,,,,"مقطوع 1,000,000 ریال","مقطوع 1,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-6-01,96,6,7,7-6,ارزیابی مجدد به درخواست مشتری (به غیر از تسهیلات جعاله تعمیر مسکن),1,NO_FEE,بدون کارمزد,,,,,,,,,,,,,,,,ارزیابی مجدد به درخواست مؤسسه اعتباری یا سایر مراجع ذی صلاح,کارمزدی از مشتری اخذ نمی شود,الف) در صورت ارزیابی مجدد به درخواست مؤسسه اعتباری یا سایر مراجع ذی صلاح، کارمزدی از مشتری اخذ نخواهد شد. ب) در صورت ارزیابی مجدد به درخواست مشتری و تا 6 ماه پس از ارزیابی قبلی، حداکثر کارمزد قابل مطالبه 30 درصد رقم کل کارمزد ارزیابی است؛ پس از 6 ماه، کارمزد ارزیابی در چارچوب ردیف های 7-1 تا 7-4 دریافت می شود,پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-6-02,96,6,7,7-6,ارزیابی مجدد به درخواست مشتری (به غیر از تسهیلات جعاله تعمیر مسکن),2,RATE,دارای کارمزد,,30,,حداکثر,,,,,,,رقم کل کارمزد ارزیابی قبلی,,,,,ارزیابی مجدد به درخواست مشتری تا 6 ماه پس از ارزیابی قبلی,حداکثر 30 درصد رقم کل کارمزد ارزیابی,الف) در صورت ارزیابی مجدد به درخواست مؤسسه اعتباری یا سایر مراجع ذی صلاح، کارمزدی از مشتری اخذ نخواهد شد. ب) در صورت ارزیابی مجدد به درخواست مشتری و تا 6 ماه پس از ارزیابی قبلی، حداکثر کارمزد قابل مطالبه 30 درصد رقم کل کارمزد ارزیابی است؛ پس از 6 ماه، کارمزد ارزیابی در چارچوب ردیف های 7-1 تا 7-4 دریافت می شود,پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-6-03,96,6,7,7-6,ارزیابی مجدد به درخواست مشتری (به غیر از تسهیلات جعاله تعمیر مسکن),3,REFERENCE,تعرفه مرجع,,,,,,,,,,,,,,,ردیف های 7-1 تا 7-4,درخواست مشتری پس از 6 ماه از ارزیابی قبلی,کارمزد در چارچوب ردیف های 7-1 تا 7-4,الف) در صورت ارزیابی مجدد به درخواست مؤسسه اعتباری یا سایر مراجع ذی صلاح، کارمزدی از مشتری اخذ نخواهد شد. ب) در صورت ارزیابی مجدد به درخواست مشتری و تا 6 ماه پس از ارزیابی قبلی، حداکثر کارمزد قابل مطالبه 30 درصد رقم کل کارمزد ارزیابی است؛ پس از 6 ماه، کارمزد ارزیابی در چارچوب ردیف های 7-1 تا 7-4 دریافت می شود,پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-7-01,97,6,7,7-7,ارزیابی وثایق غیرمنقول مازاد,1,FIXED_AMOUNT,دارای کارمزد,,,,,4140000,,,,4000000000,مبلغ ارزیابی,مبلغ ارزیابی,,,,,,"برای مبلغ ارزیابی تا 4 میلیارد ریال: 4,140,000 ریال","تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-7-02,97,6,7,7-7,ارزیابی وثایق غیرمنقول مازاد,2,RATE,دارای کارمزد,,,2,کمترِ دو مبنا,,,,4000000000,800000000000,مبلغ ارزیابی,مازاد مبلغ ارزیابی بیش از 4 میلیارد ریال,,,,تعرفه کارشناسان رسمی دادگستری,هر کدام از 2 در هزار مازاد یا تعرفه کارشناسان رسمی دادگستری که کمتر باشد,بیش از 4 میلیارد تا 800 میلیارد ریال: 2 در هزار نسبت به مازاد یا تعرفه کارشناسان رسمی دادگستری، هر کدام کمتر باشد,"تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
7-7-03,97,6,7,7-7,ارزیابی وثایق غیرمنقول مازاد,3,REFERENCE,تعرفه مرجع,,,,,,,,800000000000,,مبلغ ارزیابی,,,,,کارشناس رسمی دادگستری,مازاد بر 800 میلیارد ریال,ارجاع به کارشناس رسمی دادگستری,"تا چهار میلیارد ریال مبلغ ارزیابی: 4,140,000 ریال؛ بیش از چهار میلیارد ریال تا 800 میلیارد ریال نسبت به مازاد: 2 در هزار یا معادل تعرفه کارشناسان رسمی دادگستری، هر کدام که کمتر باشد؛ مازاد بر 800 میلیارد ریال: ارجاع به کارشناس رسمی دادگستری",پیوست (کارمزدهای ریالی).pdf - صفحه 6
8-1-01,98,7,8,8-1,اخذ استعلام اعتبارسنجی از شرکت رتبه بندی اعتباری ایران,1,REFERENCE,تعرفه مرجع,,,,,,,,,,,,,,,تعرفه ابلاغی بانک مرکزی,,مطابق تعرفه ابلاغی بانک مرکزی به شرکت مذکور,مطابق تعرفه ابلاغی بانک مرکزی به شرکت مذکور,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-2-01,99,7,8,8-2,واگذاری سهم الشرکه بانک به غیر (1),1,REFERENCE,تعرفه مرجع,,,,,,,,,,,,,,,تعرفه ارزیابی اموال منقول و غیرمنقول مندرج در سرفصل 7,,مطابق تعرفه ارزیابی اموال منقول و غیرمنقول مندرج در سرفصل 7,مطابق تعرفه ارزیابی اموال منقول و غیرمنقول مندرج در سرفصل 7,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-3-01,100,7,8,8-3,تمدید تسهیلات عقود مشارکتی,1,RATE,دارای کارمزد,,0.5,,دقیق,,,5760000,,,,مبلغ تسهیلات,,,,,,"0.5 درصد مبلغ تسهیلات، حداکثر 5,760,000 ریال","0.5 درصد مبلغ تسهیلات، حداکثر 5,760,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-4-01,101,7,8,8-4,بررسی اصالت پیش فاکتور,1,NO_FEE,بدون کارمزد,,,,,,,,,,,,,,,,,بدون کارمزد,بدون کارمزد,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-5-01,102,7,8,8-5,صلح حقوق یا انتقال تعهد,1,RATE,دارای کارمزد,,1,,دقیق,,2880000,144000000,,,,مانده اصل تسهیلات قابل انتقال,,,,,,"یک درصد مانده اصل تسهیلات قابل انتقال، حداقل 2,880,000 ریال و حداکثر 144,000,000 ریال","یک درصد مانده اصل تسهیلات قابل انتقال، حداقل 2,880,000 ریال و حداکثر 144,000,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-6-01,103,7,8,8-6,تغییر در شرایط قرارداد,1,FIXED_AMOUNT,دارای کارمزد,,,,,220000,,,,,,,,,,,,"مقطوع 220,000 ریال","مقطوع 220,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-7-01,104,7,8,8-7,تفکیک، تغییر و تعویض رهینه با وثیقه (تسهیلات و تعهدات),1,FIXED_AMOUNT,دارای کارمزد,,,,,2880000,,,,,,,,,,,,"مقطوع 2,880,000 ریال","مقطوع 2,880,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-8-01,105,7,8,8-8,اقاله ملک,1,FIXED_AMOUNT,دارای کارمزد,,,,,4320000,,,,,,,,,,,,"مقطوع 4,320,000 ریال","مقطوع 4,320,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-9-01,106,7,8,8-9,امور مربوط به نظارت بر مصرف تسهیلات (جهت انواع تسهیلاتی که به صورت دفعات واحده نیست و همچنین متناسب با پیشرفت کار پرداخت می گردد) (2),1,RATE,دارای کارمزد,,,0.5,دقیق,,,,,,,مبلغ پرداخت شده در هر مرحله قبل,,هر مرحله,,,,0.5 در هزار مبلغ پرداخت شده در هر مرحله قبل,0.5 در هزار مبلغ پرداخت شده در هر مرحله قبل,پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-10-01,107,7,8,8-10,امور مربوط به بررسی رهن مازاد سایر سازمان ها و مؤسسات اعتباری,1,FIXED_AMOUNT,دارای کارمزد,,,,,2880000,,,,,,,,,,,,"مقطوع 2,880,000 ریال","مقطوع 2,880,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-11-01,108,7,8,8-11,تکمیل فرم یارانه تسهیلات تکلیفی,1,FIXED_AMOUNT,دارای کارمزد,,,,,264000,,,,,,,,,,,,"مقطوع 264,000 ریال","مقطوع 264,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-12-01,109,7,8,8-12,صدور اخطاریه کتبی جهت اقساط یا مطالبات غیرجاری,1,FIXED_AMOUNT,دارای کارمزد,,,,,576000,,,,,,,برگ,,هزینه پست + هزینه پستی,,,"هر برگ 576,000 ریال به علاوه هزینه پستی (در صورت وجود)","هر برگ 576,000 ریال به علاوه هزینه پستی (در صورت وجود)",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-13-01,110,7,8,8-13,انتقال ملک مرهونه به شخص ثالث,1,FIXED_AMOUNT,دارای کارمزد,,,,,2880000,,,,,,,,,,,,"مقطوع 2,880,000 ریال","مقطوع 2,880,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-14-01,111,7,8,8-14,تغییر ضامن/گیرنده تسهیلات/تعهدات,1,FIXED_AMOUNT,دارای کارمزد,,,,,2880000,,,,,,,,,,,,"مقطوع 2,880,000 ریال","مقطوع 2,880,000 ریال",پیوست (کارمزدهای ریالی).pdf - صفحه 7
8-15-01,112,7,8,8-15,عدم استفاده از حد اعتباری تسهیلات مصوب پس از 45 روز از تاریخ ابلاغ (Commitment fee),1,RATE,دارای کارمزد,,1,,دقیق,,,,,,,مانده استفاده نشده,,سالانه,,,,یک درصد در سال به ازای مانده استفاده نشده از تاریخ ابلاغ,یک درصد در سال به ازای مانده استفاده نشده از تاریخ ابلاغ,پیوست (کارمزدهای ریالی).pdf - صفحه 7
